name,description,signature,threat_score,color,background_color,link,CVE,CVSS,,
Phishing,Known Phishing IP detected,185\.153\.249\.128,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.153\.250\.54,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.158\.251\.170,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.183\.97\.141,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.185\.24\.193,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.220\.33\.28,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.224\.88\.53,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.229\.236\.134,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.238\.1\.221,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.244\.213\.80,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.246\.152\.144,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.251\.38\.208,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.28\.100\.7,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.28\.103\.159,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.29\.8\.246,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.33\.145\.93,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.33\.146\.90,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.45\.192\.223,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.45\.192\.230,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.46\.121\.67,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.5\.249\.38,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.61\.148\.219,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.62\.189\.68,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.62\.190\.174,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.62\.190\.220,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.62\.190\.234,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.62\.190\.244,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.70\.107\.230,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.8\.50\.37,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.86\.148\.123,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.86\.150\.62,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.91\.116\.207,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.99\.2\.107,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,185\.99\.2\.181,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,186\.104\.157\.53,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,186\.205\.208\.171,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,187\.207\.86\.229,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,187\.58\.58\.195,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.121\.57\.13,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.128\.191\.13,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.213\.143\.4,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.213\.165\.19,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.213\.25\.133,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.213\.31\.91,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.214\.104\.139,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.214\.104\.150,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.214\.104\.180,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.214\.104\.203,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.215\.92\.10,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.225\.10\.89,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.241\.58\.48,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.39\.219\.91,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,188\.39\.220\.78,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,191\.237\.252\.147,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,191\.96\.133\.6,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,192\.169\.226\.189,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,192\.185\.237\.27,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,192\.210\.146\.45,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,192\.210\.179\.48,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,192\.99\.30\.145,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,192\.99\.4\.86,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,193\.135\.153\.242,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,193\.25\.100\.163,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,193\.37\.213\.77,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,194\.182\.65\.105,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,194\.182\.67\.101,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,194\.182\.68\.95,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,194\.182\.73\.158,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,194\.182\.87\.22,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,194\.36\.189\.165,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,195\.123\.228\.77,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,195\.181\.211\.195,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,195\.181\.221\.166,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,195\.201\.135\.208,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,195\.242\.88\.133,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,198\.13\.62\.149,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,198\.134\.120\.161,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,198\.23\.140\.78,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,198\.48\.56\.50,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,198\.71\.160\.172,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,198\.71\.236\.55,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,198\.89\.124\.78,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,199\.48\.160\.73,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,199\.48\.160\.74,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,199\.48\.160\.82,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,201\.20\.120\.178,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,202\.22\.143\.5,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,202\.45\.147\.136,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,203\.0\.178\.90,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,203\.151\.66\.166,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,203\.174\.146\.74,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,204\.44\.118\.212,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,206\.130\.123\.151,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,206\.196\.104\.251,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,206\.217\.133\.66,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,206\.222\.19\.218,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,206\.72\.206\.122,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,207\.246\.102\.8,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,208\.113\.133\.179,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,208\.97\.141\.162,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,209\.166\.164\.71,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,209\.240\.102\.58,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,209\.240\.108\.177,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,209\.97\.153\.36,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,211\.20\.222\.152,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,212\.129\.17\.250,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,212\.237\.0\.124,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,212\.237\.32\.44,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,212\.237\.50\.59,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,212\.25\.18\.130,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,213\.183\.59\.121,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,213\.246\.62\.244,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,216\.120\.255\.98,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,216\.222\.194\.94,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,216\.92\.178\.208,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,216\.92\.254\.8,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,217\.170\.205\.8,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,217\.182\.159\.25,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,217\.199\.187\.73,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,217\.61\.122\.46,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,217\.61\.123\.192,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,217\.61\.61\.75,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,222\.158\.240\.248,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,23\.238\.20\.96,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,23\.249\.163\.15,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,23\.254\.130\.161,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,23\.254\.203\.12,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,23\.254\.227\.14,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,23\.254\.240\.124,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,23\.4\.43\.27,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,23\.92\.216\.185,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,23\.94\.137\.67,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,23\.94\.152\.152,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,23\.94\.243\.101,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,24\.174\.232\.35,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,240\.112\.0\.101,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,27\.121\.66\.135,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,27\.121\.67\.6,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,27\.124\.121\.122,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,27\.251\.247\.35,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,27\.254\.94\.82,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.10\.32\.86,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.112\.252\.157,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.120\.227\.100,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.123\.20\.201,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.208\.235\.70,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.222\.224\.158,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.82\.145\.88,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.84\.33\.139,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.86\.43\.20,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.88\.173\.169,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.90\.156\.249,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.91\.241\.57,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.92\.45\.119,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.93\.82\.99,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,3\.95\.165\.230,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,31\.170\.106\.44,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,31\.184\.196\.188,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,31\.184\.197\.240,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,31\.184\.255\.219,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,31\.193\.131\.100,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,31\.193\.131\.72,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,31\.207\.33\.118,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,31\.210\.134\.114,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,31\.210\.65\.98,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,32\.19\.192\.35,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.207\.238\.191,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.222\.67\.15,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.233\.36\.103,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.65\.39\.168,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.66\.199\.110,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.66\.225\.204,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.66\.236\.82,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.66\.254\.65,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.68\.54\.27,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.70\.212\.129,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.70\.64\.107,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.73\.114\.29,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.73\.131\.198,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.73\.198\.55,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.73\.62\.192,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.74\.10\.158,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.74\.251\.164,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.74\.87\.13,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.83\.19\.131,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.83\.223\.146,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.89\.36\.67,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.89\.47\.172,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.92\.249\.146,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.93\.58\.238,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,34\.94\.236\.135,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.154\.217\.184,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.174\.56\.168,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.176\.252\.80,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.178\.9\.124,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.184\.175\.59,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.184\.251\.239,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.188\.107\.125,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.188\.32\.108,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.192\.19\.32,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.193\.213\.235,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.196\.179\.106,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.197\.101\.94,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.197\.107\.3,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.197\.236\.91,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.198\.175\.140,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.198\.189\.154,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.198\.25\.53,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.198\.27\.146,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.198\.49\.132,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.198\.8\.66,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.199\.101\.96,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.199\.104\.146,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.199\.168\.207,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.199\.71\.173,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.200\.238\.170,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.202\.109\.70,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.202\.170\.54,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.203\.125\.157,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.203\.184\.171,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.203\.2\.241,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.224\.135\.6,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.226\.54\.176,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.227\.44\.86,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.230\.143\.9,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.231\.192\.118,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.232\.174\.24,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.232\.221\.76,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.234\.105\.57,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.236\.122\.145,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.238\.48\.164,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.239\.253\.209,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.239\.30\.19,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.239\.71\.162,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.243\.193\.207,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.244\.234\.195,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.246\.52\.226,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.247\.194\.130,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.247\.215\.30,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.247\.217\.51,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.247\.219\.117,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.247\.227\.80,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,35\.247\.242\.128,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,37\.114\.63\.101,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,37\.44\.212\.2,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,37\.44\.212\.4,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,37\.44\.215\.118,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,37\.44\.215\.119,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,37\.44\.215\.12,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,37\.44\.215\.127,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,37\.44\.215\.78,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,37\.46\.112\.102,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Phishing,Known Phishing IP detected,37\.97\.182\.81,8,#00000A,#ff00004a,N/A,N/A,N/A,,
